UserID,PlaylistTitle,Tags,SongID,Title,Rank,Singer,Album,Likes,ReleaseDate,Genre,CommentsCount,Lyrics,AlbumImageURL,Composers,Lyricists,Arrangers
kou. ,[감성적인] 발라드 Playlist,"['#발라드', '#감성', '#힘이_되어주는']",34481680,드라마,1,아이유,조각집,"183,676",2021.12.29,발라드,671개,"나도 한때는 그이의 손을 잡고
내가 온 세상 주인공이 된 듯
꽃송이의 꽃잎 하나하나까지
모두 날 위해 피어났지

올림픽대로 뚝섬 유원지
서촌 골목골목 예쁜 식당
나를 휘청거리게 만든
주옥같은 대사들

다시 누군가 사랑할 수 있을까
예쁘다는 말 들을 수 있을까
하루 단 하루만 기회가 온다면
죽을힘을 다해 빛나리

언제부턴가 급격하게
단조로 바뀌던 배경음악
조명이 꺼진 세트장에
혼자 남겨진 나는

단역을 맡은 그냥 평범한 여자
꽃도 하늘도 한강도 거짓말
나의 드라마는 또 이렇게 끝나
나왔는지조차 모르게

끝났는지조차 모르게",https://cdnimg.melon.co.kr/cm2/album/images/108/27/816/10827816_20211229143632_500.jpg?5212701ba136b287d5c446d6f504451f/melon/resize/282/quality/80/optimize,아이유,아이유,아이유
kou. ,[감성적인] 발라드 Playlist,"['#발라드', '#감성', '#힘이_되어주는']",34599917,언제나 사랑해,2,케이시 (Kassy),조영수 리메이크 프로젝트 Part.2,"73,310",2022.02.07,발라드,180개,"둘이 손잡고 걸을 때
마주 보며 또 웃을 때
사랑한다 말하지 않아도 알아
널 만나러 가는 길에
내 입가에 늘 환한 미소만이
흐르고 있어
사랑해 너를 사랑해
눈물 나도록 사랑해
저기 밤하늘의 별보다
보석보다 네가 더 소중해
얼마나 내가 얼마나 너를 사랑하는지
내 모든 걸 너에게 줄게
속상하고 힘이 들 때
열이 나고 아파할 때
옆에서 늘 힘이 돼준 사람 너야
집에 돌아오는 길에
내 귓가엔 늘 너의 음성만이
흐르고 있어
사랑해 너를 사랑해
눈물 나도록 사랑해
저기 밤하늘의 별보다
보석보다 네가 더 소중해
얼마나 내가 얼마나 너를 사랑하는지
내 모든 걸 너에게 줄게
세월 지나 많이 변했을 때
미운 나의 손을 잡아줄 사람
먼 훗날 아주 먼 훗날
우리 눈 감는 그날에
나를 사랑해 준 너에게 고맙다고
후회는 없다고
사랑해 나만의 사랑
다시 태어난대도
내 사랑은 너 하나뿐야
영원히 너를 사랑해",https://cdnimg.melon.co.kr/cm2/album/images/108/57/681/10857681_20220204162442_500.jpg?14a009765b3053f6c482eab7061b58c7/melon/resize/282/quality/80/optimize,조영수,"조영수, 안영민","조영수, 한길"
kou. ,[감성적인] 발라드 Playlist,"['#발라드', '#감성', '#힘이_되어주는']",34360855,눈이 오잖아(Feat.헤이즈),3,이무진,눈이 오잖아(Feat.헤이즈),"119,390",2021.12.03,발라드,580개,"한 달 좀 덜 된 기억들
주머니에 넣은 채
걷고 있어 몇 시간을
혹시 몰라 네가 좋아했던
코트를 입은 채
나온 번화가 그때 마침
찬바람 막아줄
네가 이젠 없으니까
추울 때 따스히
안아줄 이가 없으니까
친구들이 불러도
나갈 수 없어 난
창문 너머
그저 바라봐 그때 마침
눈이 오잖아
우리 처음 만난 그 밤에도
한참 동안 눈이 왔잖아
지금 내가 생각나지
않을 리가 없잖아
눈이 오잖아
그때 내가 밤하늘 내린
하얀 눈 예쁘다 했잖아
그랬잖아
지금 눈이 오잖아
Uh 눈이 오잖아
이 말 핑계인 걸 알지만
생각에 잠기곤 해
거릴 거니는 내
곁에 아무도 없을 때
더 크게 들리네
Oh 눈 내리는 소리
이제 인정하자
수많은 끝도 끝났어
찬란한 그때의
우린 이젠 없으니까
돌아온 계절
남아있는 건 없으니까
추억을 지우는 게
내 이별의 숙제
창문 너머
그저 바라봐 그때 마침
눈이 오잖아
우리 처음 만난 그 밤에도
한참 동안 눈이 왔잖아
지금 내가 생각나지
않을 리가 없잖아
눈이 오잖아
그때 내가 밤하늘 내린
하얀 눈 예쁘다 했잖아
그랬잖아
지금 눈이 오잖아
마지막 안녕이 남은 거리에서 혼자
너와의 약속들을 되뇌었어
함께여야 할 너 없는 이 겨울의
첫눈이 오잖아
눈이 오지만
우리 처음 만난 그 밤에도
내렸던 그 눈이 오지만
주머니 속 챙겨 나온 기억
버려야만 해
눈이 오지만
우린 이대로의 모습으로
남아있는 게 맞지만
그래도
지금
그 눈이 오잖아",https://cdnimg.melon.co.kr/cm2/album/images/108/01/677/10801677_20211202181813_500.jpg?0dbebfc379c6b9edd29b9db943c32308/melon/resize/282/quality/80/optimize,"이무진, 교교 (gyogyo)","이무진, 교교 (gyogyo)","이단옆차기, EastWest, 이무진, 교교 (gyogyo)"
kou. ,[감성적인] 발라드 Playlist,"['#발라드', '#감성', '#힘이_되어주는']",33229299,이 밤을 빌려 말해요 (바른연애 길잡이 X 10CM),4,10CM,이 밤을 빌려 말해요 (바른연애 길잡이 X 10CM),"103,567",2021.01.24,발라드,194개,"나의 두 눈에 제일 먼저 그대를 담고
가장 예쁜 말들로 그댈 미소 짓게 하고
바람이 차가운 오늘 밤
집에 돌아가는 길
또 그대 생각이 나요
늦은 이 밤 그대 괜찮다면
잠시 나와줄래요
이 밤을 보내기엔 아쉽잖아요
잠시라도 그댈 보고 싶은 내 맘을
이 밤을 빌려 말해요
유난히도 오늘 그대가 더 예뻐 보이고
웃음 짓던 그대 표정 자꾸 아른거려서
바람이 차가운 오늘 밤
집에 돌아가는 길
또 그대 생각이 나요
늦은 이 밤 그대 괜찮다면
잠시 나와줄래요
이 밤을 보내기엔 아쉽잖아요
잠시라도 그댈 보고 싶은 내 맘을
이 밤을 빌려 말해요
별거 아닌 말들이라도
그대와 함께라면
더 바랄 게 없어요
늦은 이 밤 그대 괜찮다면
잠시 나와줄래요
이 밤을 보내기엔 아쉽잖아요
잠시라도 그댈 보고 싶은 내 맘을
이 밤을 빌려 말해요",https://cdnimg.melon.co.kr/cm2/album/images/105/52/055/10552055_20210122153304_500.jpg?827c461332f74b77d1b19b4fed38e5ba/melon/resize/282/quality/80/optimize,"손박사, 윤토벤, I.AN","윤토벤, 손박사, I.AN","O.YEON, 박지환"
kou. ,[감성적인] 발라드 Playlist,"['#발라드', '#감성', '#힘이_되어주는']",33552335,내 입술 따뜻한 커피처럼,5,청하,내 입술 따뜻한 커피처럼,"24,875",2021.06.08,발라드,88개,"If you've ever been in love before
I know you feel this beat
If you know it
Don't be shy and sing along
울지 마 이미 지난 일이야
삶의 반칙선 위에 점일 뿐이야
살아가면서 누구나 겪는 일이야
어른이 되는 단지 과정일뿐야
Uh 단지 과정일뿐야
제발 이러지 말아요
끝이라는 얘기
나는 항상 시작인 걸요
그댈 사랑하는 마음
점점 커져가고 있는 날
잘 알잖아요
네가 밟고 걷는 땅이 되고 싶던 난
잠시라도 네 입술 따뜻하게 데워준
커피가 되어주고 싶었었던 난
아직도 널 울리고 있을 거야
아마도 난
사랑해 사랑하는 마음 말고 왜
이렇게도 너무
필요한 게 많은 건지 왜
지금 너를 만나지 않아도 널
울리고 있을 내가
나는 왜 이리도 싫은 건지
나를 많이 알잖아요
그댈 사랑하며
나를 모두 버렸다는 걸
혼자 울며 걷는 나를
모르나요
그러니 제발
이러지 마요
그래 어느 하늘 아래 안에
작은 내 사랑
이젠 나의 사랑 한단 말도
의미도 잠시
힘들었던 지나간
나의 넌 기리 위리
우리의 히리 위리
돌릴 수 없는 우리
I Know
이제는 되돌리지 못할 거란 걸
You Know
아니 너를 사랑한단 걸
오래전 노래처럼 오래오래
널 간직할래 그래
너만을 위한 나의 사랑은 이래
Remember I miss you
꿈에서라도 싫어요
떠나지 말아요
나는 죽을지도 몰라요
이대로 행복한걸요
모르겠나요
아무것도 바라지 않아
지나간 사랑으로 날
그대의 추억 속에서 살게 할 건가요
사랑은 계속 커져갈 텐데
이대로 나를 정말 보낼 건가요
울지 마 이미 지난 일이야
버틸 수 없을 만큼 힘들겠지만
삶의 반직선 위에 점일 뿐이야 
어느때보다도 긴 시간이겠지만
살아가면서 누구나 겪는 일이야
쉽게 받아 들일 수는 없겠지만
어른이 되는 단지 과정일뿐야
Uh 단지 과정일뿐야",https://cdnimg.melon.co.kr/cm2/album/images/106/22/163/10622163_20210608110651_500.jpg?de63c930d9a3968d1deb16857ef7119a/melon/resize/282/quality/80/optimize,박근태,"원태연, 허인창","타스코, 1MAD"
kou. ,[감성적인] 발라드 Playlist,"['#발라드', '#감성', '#힘이_되어주는']",36616378,사막에서 꽃을 피우듯,6,우디 (Woody),사막에서 꽃을 피우듯,"58,010",2023.07.14,발라드,824개,"아침에 눈 뜨는 게 너무 행복해졌어 
널 사랑한다 말할 수 있어서 하늘에 감사해 
⠀
네 번의 계절을 너와 함께할게
평생토록 더 오래도록 더 영원토록
⠀
음악처럼 꿈처럼 
매일 새롭게 사랑을 주고 싶어 
지금처럼 곁에 있어 주기를 언제나
⠀
사막에서 꽃을 피우듯 널 만난 건 기적인 걸
설렘이 사라지더라도 이 사랑을 지켜줄게
⠀
허물없이 지내다가도
힘든 날엔 말없이 기댈 수 있게
언제나 네 곁에 내가 서 있을게 
⠀
한 걸음 한 걸음 
어둡지 않게 내가 널 비춰줄게
지금처럼 곁에 있어 주면 돼 언제나
⠀
사막에서 꽃을 피우듯 널 만난 건 기적인 걸
설렘이 사라지더라도 이 사랑을 지켜줄게
⠀
허물없이 지내다가도
힘든 날엔 말없이 기댈 수 있게
언제나 네 곁에 내가 서 있을게 
⠀
너와 함께하는 이 시간이
조금만 더 천천히 흘러가길
⠀
어떤 날엔 웃게 해 줄게
좋은 날엔 더 안아줄게
슬픈 날엔 그냥 울어도 돼
내가 더 노력할게 
⠀
허물없이 지내다가도 
힘든 날엔 말없이 기댈 수 있게
언제나 네 곁에 내가 서 있을게
⠀
언제나 네 곁에 있을게",https://cdnimg.melon.co.kr/cm2/album/images/112/85/867/11285867_20230713162404_500.jpg?99a13fafd660587d711b4a977ecf3c5e/melon/resize/282/quality/80/optimize,백마리,백마리,전주현
kou. ,[감성적인] 발라드 Playlist,"['#발라드', '#감성', '#힘이_되어주는']",32073454,우리 어떻게 할까요,7,첸 (CHEN),사랑하는 그대에게 - The 2nd Mini Album,"98,267",2019.10.01,발라드,"1,351개","아쉬워 이 밤이 가는 게
가지 마라 붙잡고 싶어요
이 찻잔처럼 뜨거워진 마음이
쑥스러운 난 좀 촌스럽죠
안돼요 감추지 말아요
나만 혼자 서두르면 슬퍼요
저 불씨처럼 불타오는 마음도
드리고파 머물고파
아프게 하지 마요
이 밤을 우리 어떻게 할까요
반짝이는 은하수를 건널까요
게으른 저 가로등도 졸고 있는 밤에
이 밤에 말이죠
어느새 우리도 모르게
별은 한 걸음씩 자릴 옮기고
어디선가 실려온 밤의 향기에
취하고파 기대고파
왜 웃고만 있나요
이 밤을 우리 어떻게 할까요
반짝이는 은하수를 건널까요
게으른 저 가로등도 졸고 있는 밤에
이 밤에
안겨 안아줄게요
그대여 감추지 말아요
그 모습대로 와줘요
이 밤을 우리 어떻게 할까요
반짝이는 은하수를 건널까요
게으른 저 가로등도 졸고 있는 밤에
이 밤에 말이죠",https://cdnimg.melon.co.kr/cm2/album/images/103/34/254/10334254_500.jpg?03fe0e3aba135592a896a57f42ab3712/melon/resize/282/quality/80/optimize,KENZIE,KENZIE,KENZIE
kou. ,[감성적인] 발라드 Playlist,"['#발라드', '#감성', '#힘이_되어주는']",32794652,취기를 빌려 (취향저격 그녀 X 산들),8,산들,취기를 빌려 (취향저격 그녀 X 산들),"236,449",2020.07.20,발라드,"2,053개","언제부턴가 불쑥
내 습관이 돼버린 너
혹시나 이런 맘이
어쩌면 부담일까
널 주저했어
언제부턴가 점점
내 하루에 스며든 너
아침을 깨우는 네 생각에
어느샌가 거리엔
어둠이 젖어 들고
취기를 빌려
오늘 너에게 고백할 거야
하루하루 네가 좋다고
괜히 어색할까
혼자 애만 태우다
끝끝내 망설여왔던 순간
알잖아 나 무뚝뚝하고
말도 없는 걸
서툰 표현이 쑥스러워서 괜히
쓰다 지울 문자만 바라보다
멋쩍은 쓴웃음만
언제부턴가 가끔
너와 마주칠 때마다
한참을 머뭇거린
어설픈 손 인사만
오늘 밤도 후회로 잦아들고
취기를 빌려
오늘 너에게 고백할 거야
하루하루 보고 싶다고
괜히 어색할까 혼자 애만 태우다
수없이 연습해왔던 그 말
알잖아 나 무뚝뚝하고
말도 없는 걸
서툰 표현이 쑥스러워서 괜히
쓰다 지울 문자만 바라보다
멋쩍은 쓴웃음만
첫눈을 빌려
오늘은 꼭 고백할 거야
작은 너를 품에 안고서
눈을 마주하고
너무 사랑한다고
함께 하고 싶다고",https://cdnimg.melon.co.kr/cm2/album/images/104/63/600/10463600_20200720152905_500.jpg?4f47c8ca556045d56c9f2016a866e652/melon/resize/282/quality/80/optimize,새봄 (saevom),새봄 (saevom),박민주
kou. ,[감성적인] 발라드 Playlist,"['#발라드', '#감성', '#힘이_되어주는']",31703498,시든 꽃에 물을 주듯,9,HYNN (박혜원),시든 꽃에 물을 주듯,"222,661",2019.03.31,발라드,"1,002개","아무말도 아무것도
여전히 넌 여기 없고
널 원하고 널 원해도 난 외롭고
꽃이 피고 진 그 자리
끝을 몰랐었던 맘이
깨질 것만 같던 그때 우리 음
시든 꽃에 물을 주듯
싫은 표정조차 없는
결국엔 부서진 여기 우리 음
다 잊었니 말없이 다 잊었니
사랑한단 말로 날 가둬둔 채로
넌 잊었니 난 잊지 못하나봐
바보처럼 기다려 난 오늘도
어쩌다 이렇게 됐지
너무 예뻤잖아 둘이
매일 설레였지 그때 우린 음
시든 꽃에 물을 주듯
싫은 표정조차 없는
결국엔 부서진 여기 우리
다 잊었니 말없이 다 잊었니
사랑한단 말로 날 가둬둔 채로
넌 잊었니 난 잊지 못하나봐
바보처럼 기다린
바보처럼 빈 자릴 붙잡는 나
차라리 다 끝났다고 말해줘
이기적인 그 침묵에 또 나만
바보처럼 미련한
내가 미워
아무말도 아무것도
여전히 넌 여기 없고
널 원하고 널 원해도 난 지쳐가",https://cdnimg.melon.co.kr/cm/album/images/102/67/986/10267986_500.jpg?48ffa6c29c13089241aa71b917a883db/melon/resize/282/quality/80/optimize,K.imazine,"못말, 키야, K.imazine","K.imazine, 강화성"
kou. ,[감성적인] 발라드 Playlist,"['#발라드', '#감성', '#힘이_되어주는']",32156286,늦은 밤 너의 집 앞 골목길에서,10,노을,늦은 밤 너의 집 앞 골목길에서,"211,987",2019.11.07,발라드,"1,462개","오래되었어 그때 너의 웃음
너의 목소리 잊혀진거 같아
시간의 위로 그 말의 의미를 이젠 알아
아픈 니 얘기도 적당히 할 수 있어
그런데 이게 뭐랄까 난 난 술 한잔하면서
괜찮은 듯 얘기하며 널 털어냈는데
집으로 돌아오면서 
한 번 더 떠오른 기억에
걸음을 멈춰 서서 이렇게 울고 있어 
자연스럽게 발걸음을 돌려
나 바래다주던 익숙한 길을 가
밤이 깊어져서 아무것도 보이지 않아도
손을 흔들면서 인사하던 널 봤어 
그런데 이게 뭐랄까 난 난 술 한잔하면서
괜찮은 듯 얘기하며 널 털어냈는데
집으로 돌아오면서 
한 번 더 떠오른 기억에
걸음을 멈춰 서서 이렇게 울고 있어
아무도 없어서 참 다행이야
나 이렇게 편안히 너를 부를 수 있는 걸
외로운 위로겠지만 
그래서 이젠 뭘 할까 난 난 널 생각했어도
괜찮은 듯 얘기하며 다 지워냈는데
집으로 돌아오면서 
한 번 더 떠오른 추억에
걸음을 멈춰 서서 또다시 울고 있어",https://cdnimg.melon.co.kr/cm2/album/images/103/48/811/10348811_500.jpg?ad8ce3088dc2586de4e6b13900b80b44/melon/resize/282/quality/80/optimize,빅가이로빈 (bigguyrobin),미후왕,"최상언, 김홍준, 빅가이로빈 (bigguyrobin)"
